ID,ScriptName,CityName,LocozationName,Culture,OwnerClan,IsCity
castle_TOHO4,三春城,三春城,{=yHyulJvD}Miharu Castle,ou,Faction.clan_tamura_1,1
castle_TOHO5,须贺川城,须贺川城,{=4JR9iFkF}Sukagawa Castle,ou,Faction.clan_nikaido_1,1
castle_TOHO6,饭野平城,饭野平城,{=YYwosnpB}Iinotaira Castle,ou,Faction.clan_iwaki_1,1
castle_TOHO7,小高城,小高城,{=f2CeLPNG}Odaka Castle,ou,Faction.clan_soma_1,1
castle_TOHO8,相马中村城,相马中村城,{=WyYgoD82}Soma-Nakamura Castle,ou,Faction.clan_soma_1,1
castle_TOHO9,梁川城,梁川城,{=2O1LTj6A}Yanagawa Castle,ou,Faction.clan_date_1,1
castle_TOHO10,亘理城,亘理城,{=UZpcsghh}Watari Castle,ou,Faction.clan_watari_1,1
castle_TOHO11,天童城,天童城,{=oaO9LGPD}Tendo Castle,ou,Faction.clan_tendo_1,1
castle_TOHO12,岩切城,岩切城,{=uUTWektF}Iwakiri Castle,ou,Faction.clan_rusu_1,1
castle_TOHO13,中新田城,中新田城,{=iB14AOiv}Nakaniida Castle,ou,Faction.clan_osaki_1,1
castle_TOHO14,岩出山城,岩出山城,{=sofCUqLo}Iwadeyama Castle,ou,Faction.clan_ujiie_1,1
castle_TOHO15,高清水城,高清水城,{=eehsgWjf}Takashimizu Castle,ou,Faction.clan_osaki_1,1
castle_TOHO16,寺池城,寺池城,{=KySQHYm3}Teraike Castle,ou,Faction.clan_kasai_1,1
castle_TOHO17,延泽城,延泽城,{=bdNND23Q}Nobesawa Castle,ou,Faction.clan_nobesawa_1,1
castle_TOHO18,鲑延城,鲑延城,{=xyaQJs4i}Sakenobe Castle,ou,Faction.clan_sakenobe_1,1
castle_TOHO19,仁贺保城,仁贺保城,{=RDni1NjO}Nikaho Castle,ou,Faction.clan_nikaho_1,1
castle_TOHO20,稻庭城,稻庭城,{=v3MePHaA}Inaniwa Castle,ou,Faction.clan_onodera_1,1
castle_TOHO21,横手城,横手城,{=Euog4rMA}Yokote Castle,ou,Faction.clan_onodera_1,1
castle_TOHO22,赤岩城,赤岩城,{=P9LlpXym}Akaiwa Castle,ou,Faction.clan_kasai_1,1
castle_TOHO23,横田城,横田城,{=ZT8MEupe}Yokota Castle,ou,Faction.clan_asonuma_1,1
castle_TOHO24,千德城,千德城,{=c6WgdqDP}Sentoku Castle,ou,Faction.clan_nanbu_1,1
castle_TOHO25,高水寺城,高水寺城,{=2UZWHWxt}Kousuiji Castle,ou,Faction.clan_shiba_1,1
castle_TOHO26,角馆城,角馆城,{=Aq4agpBP}Kakunodate Castle,ou,Faction.clan_tozawa_1,1
castle_TOHO27,桧山城,桧山城,{=Ob5vJ7q3}Hiyama Castle,ou,Faction.clan_ando_1,1
castle_TOHO28,大馆城,大馆城,{=ld7y4DJs}Odate Castle,ou,Faction.clan_asari_1,1
castle_TOHO29,九户城,九户城,{=YSsAfEU9}Kunohe Castle,ou,Faction.clan_konohe_1,1
castle_TOHO30,久慈城,久慈城,{=MR2TmeTe}Kuji Castle,ou,Faction.clan_konohe_1,1
castle_TOHO31,根城,根城,{=4gUUbuqA}Ne Castle,ou,Faction.clan_hachinohe_1,1
castle_TOHO32,七户城,七户城,{=Yyc80YCh}Shichinohe Castle,ou,Faction.clan_shichinohe_1,1
castle_TOHO33,大浦城,大浦城,{=fVzszw07}Oura Castle,ou,Faction.clan_oura_1,1
castle_TOHO34,浪冈城,浪冈城,{=FHNWihyd}Namioka Castle,ou,Faction.clan_namioka_1,1
castle_TOHO35,顺法寺城,顺法寺城,{=FTjRvoSv}Junpo-ji Castle,ou,Faction.clan_hachinohe_1,1
castle_village_AMA1_1,西之岛,西之岛,{=k1yojJ4A}Nishinoshima,sanyo,,0
castle_village_AMA1_2,知夫里,知夫里,{=Nw6vXG2r}Chiburi,sanyo,,0
village_CHU1_1,赤间关,赤间关,{=kD3Q4P0u}Akamagazeki,sanyo,,0
village_CHU1_2,长府,长府,{=VIWC07Rb}Chofu,sanyo,,0
village_CHU1_3,秋穗,秋穗,{=GuFaRjgy}Aio,sanyo,,0
village_CHU2_1,萩,萩,{=vHOOBCB9}Hagi,sanyo,,0
village_CHU2_2,大井,大井,{=aK0HSc4W}Oi,sanyo,,0
village_CHU2_3,三葛,三葛,{=GxkGnl8i}Mikazura,sanyo,,0
village_CHU3_1,户河内,户河内,{=ntbMy243}Togouchi,sanyo,,0
village_CHU3_2,可部,可部,{=uxffoc1I}Kabe,sanyo,,0
village_CHU3_3,三次,三次,{=nVDIrAUN}Miyoshi,sanyo,,0
village_CHU4_1,鞆浦,鞆浦,{=ryejJvC5}Tomogaura,sanyo,,0
village_CHU4_2,石金,石金,{=VDGlQJwd}Ishigane,sanyo,,0
village_CHU4_3,羽根,羽根,{=r5ANVqKb}Hane,sanyo,,0
village_CHU5_1,安来,安来,{=LwUShO8j}Yasugi,sanyo,,0
village_CHU5_2,美保关,美保关,{=EOMv6L5Q}Mihonoseki,sanyo,,0
village_CHU5_3,淀江,淀江,{=9aMOSRHh}Yodoe,sanyo,,0
village_CHU6_1,吉备津,吉备津,{=7MPxSfAc}Kibitsu,sanyo,,0
village_CHU6_2,八浜,八浜,{=U5Vy1oxO}Hachihama,sanyo,,0
village_CHU6_3,西大寺,西大寺,{=wwAiZo2v}Saidaiji,sanyo,,0
castle_village_CHU1_1,肥中,肥中,{=rdMHs0On}Hiju,sanyo,,0
castle_village_CHU1_2,濑户崎,濑户崎,{=Tk7cr6rz}Setozaki,sanyo,,0
castle_village_CHU2_1,三田尻,三田尻,{=hYa3ko4i}Mitajiri,sanyo,,0
castle_village_CHU2_2,宫市,宫市,{=vuFxEg9A}Miyaichi,sanyo,,0
castle_village_CHU3_1,须佐,须佐,{=ScnAHUPM}Susa,sanyo,,0
castle_village_CHU3_2,中须,中须,{=jX87tqV5}Nakazu,sanyo,,0
castle_village_CHU4_1,室积,室积,{=s36OCLVb}Murozumi,sanyo,,0
castle_village_CHU4_2,岩国,岩国,{=P01HZUoY}Iwakuni,sanyo,,0
castle_village_CHU5_1,玖波,玖波,{=OPAS78bG}Kuba,sanyo,,0
castle_village_CHU5_2,严岛,严岛,{=glsWfxE7}Itsukushima,sanyo,,0
castle_village_CHU6_1,三隅湊,三隅湊,{=1nlzOWW9}Misumiminato,sanyo,,0
castle_village_CHU6_2,江津,江津,{=p15FKoXR}Goutsu,sanyo,,0
castle_village_CHU7_1,濑户,濑户,{=dZN5LLR7}Seto,sanyo,,0
castle_village_CHU7_2,吴,吴,{=jIQ8ABmU}Kure,sanyo,,0
castle_village_CHU8_1,竹原,竹原,{=dYC6hZpp}Takehara,sanyo,,0
castle_village_CHU8_2,白市,白市,{=eqDZ9V5G}Shiraichi,sanyo,,0
castle_village_CHU9_1,杵筑,杵筑,{=QNTlHbu0}Kizuki,sanyo,,0
castle_village_CHU9_2,白潟,白潟,{=BSLeHhbG}Shirakata,sanyo,,0
castle_village_CHU10_1,王子,王子,{=i2U342nt}Ojou,sanyo,,0
castle_village_CHU10_2,宫浦,宫浦,{=ZyJVH3pK}Miyaura,sanyo,,0
castle_village_CHU11_1,中之庄,中之庄,{=gqR6QX1Z}Nakanosho,sanyo,,0
castle_village_CHU11_2,濑户田,濑户田,{=6lrC1jYV}Setoda,sanyo,,0
castle_village_CHU12_1,尾道,尾道,{=E9fVF5iD}Onomichi,sanyo,,0
castle_village_CHU12_2,笠冈,笠冈,{=MCoAiEZz}Kasaoka,sanyo,,0
castle_village_CHU13_1,连岛,连岛,{=uyVTNrO8}Tsurajima,sanyo,,0
castle_village_CHU13_2,下津,下津,{=bBkiYp7q}Shimotsu,sanyo,,0
castle_village_CHU14_1,牛窓,牛窓,{=v81uLwPi}Ushimado,sanyo,,0
castle_village_CHU14_2,忌部,忌部,{=qMUrlmZh}Inbe,sanyo,,0
castle_village_CHU15_1,盐汤,盐汤,{=Nr6GaOhH}Shioyu,sanyo,,0
castle_village_CHU15_2,户川,户川,{=MTe8tb9b}Togawa,sanyo,,0
castle_village_CHU16_1,桥津,桥津,{=0WX9hA8s}Hashizu,sanyo,,0
castle_village_CHU16_2,贺露,贺露,{=04PwDqo1}Karo,sanyo,,0
village_CHUB1_1,水落,水落,{=cT34Ebdw}Mizuochi,hokuriku,,0
village_CHUB1_2,北之庄,北之庄,{=t2wPJnTl}Kitanosho,hokuriku,,0
village_CHUB1_3,平泉寺,平泉寺,{=6yl5DIfX}Heisenji,hokuriku,,0
village_CHUB2_1,牛深,牛深,{=JyG9eqDR}Ushibuki,hokuriku,,0
village_CHUB2_2,安宅,安宅,{=6HTGkGwu}Ataka,hokuriku,,0
village_CHUB2_3,宫腰,宫腰,{=VPbrsyV3}Miyanokoshi,hokuriku,,0
village_CHUB3_1,能登福浦,能登福浦,{=JwZnAQwK}Noto-Fukura,hokuriku,,0
village_CHUB3_2,羽咋,羽咋,{=NgWPLmrQ}Hakui,hokuriku,,0
village_CHUB3_3,冰见,冰见,{=30Bb9CUF}Himi,hokuriku,,0
village_CHUB4_1,船居,船居,{=POZGi4zI}Funai,hokuriku,,0
village_CHUB4_2,直江津,直江津,{=fLVmeCsk}Naoetsu,hokuriku,,0
village_CHUB4_3,荒井,荒井,{=RVCdQOAQ}Arai,hokuriku,,0
village_CHUB5_1,蒲原,蒲原,{=2UhVzhNg}Kanbara,hokuriku,,0
village_CHUB5_2,新发田,新发田,{=FXLQqRDx}Shibata,hokuriku,,0
village_CHUB5_3,津川,津川,{=4Hvmfg62}Tsugawa,hokuriku,,0
village_CHUB6_1,盐尻,盐尻,{=4J5DeSPz}Shiojiri,tosan,,0
village_CHUB6_2,朝坂,朝坂,{=Epzs9bvB}Azumi,tosan,,0
village_CHUB6_3,诹访,诹访,{=jewHO3R5}Suwa,tosan,,0
village_CHUB7_1,岩间,岩间,{=9ZpFMf9j}Iwama,tosan,,0
village_CHUB7_2,上户,上户,{=etBS08Ko}Uwato,tosan,,0
village_CHUB7_3,盐山,盐山,{=hKFfL2SM}Enzan,tosan,,0
village_CHUB8_1,小河湊,小河湊,{=rIe40xil}Kogawa-minato,tokai,,0
village_CHUB8_2,久能寺,久能寺,{=BUEoaNBS}Kunoujii,tokai,,0
village_CHUB8_3,清水,清水,{=RLbLgutH}Shimizu,tokai,,0
village_CHUB9_1,挂塚,挂塚,{=piCQps0D}Kakezuka,tokai,,0
village_CHUB9_2,浅羽,浅羽,{=TCosghZ8}Asaba,tokai,,0
village_CHUB9_3,浜野浦,浜野浦,{=pQeaKfeW}Hamanoura,tokai,,0
village_CHUB10_1,内海,内海,{=DDYwxAgB}Utsumi,tokai,,0
village_CHUB10_2,小浜,小浜,{=Unk1zUdF}Ohama,tokai,,0
village_CHUB10_3,刈谷,刈谷,{=yXgoIejT}Kariya,tokai,,0
village_CHUB11_1,津岛,津岛,{=vJbZkdX7}Tsushima,tosan,,0
village_CHUB11_2,那古野,那古野,{=YiKQhjoQ}Nagono,tosan,,0
village_CHUB11_3,热田,热田,{=JjNW477Q}Atsuta,tosan,,0
village_CHUB12_1,下吕,下吕,{=3rm0moPF}Gero,tosan,,0
village_CHUB12_2,马濑,马濑,{=5MsVakpv}Maze,tosan,,0
village_CHUB12_3,萩原,萩原,{=yOZsTIzn}Hagiwara,tosan,,0
village_CHUB13_1,可儿,可儿,{=bjDeU9E6}Kani,tosan,,0
village_CHUB13_2,各务原,各务原,{=yjHtAEEM}Kakamigahara,tosan,,0
village_CHUB13_3,犬山,犬山,{=TI0M6tgm}Inuyama,tosan,,0
castle_village_CHUB1_1,敦贺,敦贺,{=BdXzJLer}Tsuruga,hokuriku,,0
castle_village_CHUB1_2,小浜,小浜,{=ijmNcreb}Obama,hokuriku,,0
castle_village_CHUB2_1,金浦,金浦,{=qEewJDux}Konoura,hokuriku,,0
castle_village_CHUB2_2,越府,越府,{=DUDOlYTC}Etsufu,hokuriku,,0
castle_village_CHUB3_1,三国湊,三国湊,{=P5SW4Or6}Mikuniminato,hokuriku,,0
castle_village_CHUB3_2,金津,金津,{=9VFHLA3r}Kanazu,hokuriku,,0
castle_village_CHUB4_1,吉崎,吉崎,{=T2Q4WFMt}Yoshizaki,hokuriku,,0
castle_village_CHUB4_2,御幸塚,御幸塚,{=Ecd8IGJg}Miyukizuka,hokuriku,,0
castle_village_CHUB5_1,放生津,放生津,{=y0hE60ln}Hojozu,hokuriku,,0
castle_village_CHUB5_2,鱼津,鱼津,{=CepFf3AB}Uozu,hokuriku,,0
castle_village_CHUB6_1,中居,中居,{=xvGZzqHc}Nakai,hokuriku,,0
castle_village_CHUB6_2,轮岛,轮岛,{=h7DlJtQC}Wajima,hokuriku,,0
castle_village_CHUB7_1,近江,近江,{=5rC2HuFe}Oumi,hokuriku,,0
castle_village_CHUB7_2,能生,能生,{=6sQmsU2E}Nou,hokuriku,,0
castle_village_CHUB8_1,柿崎,柿崎,{=7JtnPd3c}Kakizaki,hokuriku,,0
castle_village_CHUB8_2,柏崎,柏崎,{=VB9q8lt1}Kasiwazaki,hokuriku,,0
castle_village_CHUB9_1,出云崎,出云崎,{=vcwfVYcz}Izumosaki,hokuriku,,0
castle_village_CHUB9_2,寺泊,寺泊,{=Lsn74WcF}Teradomari,hokuriku,,0
castle_village_CHUB10_1,泽根,泽根,{=7t3vyHmx}Sawane,hokuriku,,0
castle_village_CHUB10_2,松崎,松崎,{=d7QHPRHE}Matsugasaki,hokuriku,,0
castle_village_CHUB11_1,平林,平林,{=8qvbF7TU}Hirabayashi,hokuriku,,0
castle_village_CHUB11_2,岩舟,岩舟,{=hWQ6aSCk}Iwafune,hokuriku,,0
castle_village_CHUB12_1,村上,村上,{=Ko1h36Co}Murakami,hokuriku,,0
castle_village_CHUB12_2,猿泽,猿泽,{=J9ywrIPV}Sarusawa,hokuriku,,0
castle_village_CHUB13_1,藏王堂,藏王堂,{=n7NdjTwb}Zaodo,hokuriku,,0
castle_village_CHUB13_2,三条,三条,{=F0FJSIJ3}Sanjo,hokuriku,,0
castle_village_CHUB14_1,饭山,饭山,{=RJ7ntwZm}Iiyama,hokuriku,,0
castle_village_CHUB14_2,汤泽,汤泽,{=1soJweIO}Yuzawa,hokuriku,,0
castle_village_CHUB15_1,芋生,芋生,{=ESwxpHkr}Imoi,tosan,,0
castle_village_CHUB15_2,冰铯,冰铯,{=0auCw7Uk}Higano,tosan,,0
castle_village_CHUB16_1,坂木,坂木,{=Hu5KORDr}Sakaki,tosan,,0
castle_village_CHUB16_2,山家,山家,{=whinybNk}Yamaga,tosan,,0
castle_village_CHUB17_1,立科,立科,{=RLsQENAd}Tateshina,tosan,,0
castle_village_CHUB17_2,岩村田,岩村田,{=YsHcsOZG}Iwamurada,tosan,,0
castle_village_CHUB18_1,吉田,吉田,{=jDTmVPMc}Yoshida,tosan,,0
castle_village_CHUB18_2,都留,都留,{=RbZ6aQZJ}Tsuru,tosan,,0
castle_village_CHUB19_1,冈宫,冈宫,{=N3c8Rw9g}Okanomiya,tokai,,0
castle_village_CHUB19_2,三岛,三岛,{=gx1JDkqp}Mishima,tokai,,0
castle_village_CHUB20_1,沼津,沼津,{=XZY1KrYO}Numazu,tokai,,0
castle_village_CHUB20_2,土肥,土肥,{=ckiCB6KN}Dohi,tokai,,0
castle_village_CHUB21_1,伊东,伊东,{=0rDc1SBx}Ito,tokai,,0
castle_village_CHUB21_2,下田,下田,{=nykU8Y8J}Shimoda,tokai,,0
castle_village_CHUB22_1,大宫,大宫,{=u3qEz2Sj}Omiya,tokai,,0
castle_village_CHUB22_2,吉原,吉原,{=uGXJfGNs}Yoshiwara,tokai,,0
castle_village_CHUB23_1,挂川,挂川,{=9u6MWvx2}Kakegawa,tokai,,0
castle_village_CHUB23_2,相良湊,相良湊,{=BAkfKBd7}Sagara-Minato,tokai,,0
castle_village_CHUB24_1,荒井湊,荒井湊,{=SklAINnF}Arai-minato,tokai,,0
castle_village_CHUB24_2,村栉,村栉,{=zulU0Gkq}Murakushi,tokai,,0
castle_village_CHUB25_1,牟吕,牟吕,{=Z1I0sr9p}Muro,tokai,,0
castle_village_CHUB25_2,东观音寺,东观音寺,{=OVKfZE0B}Tokannonji,tokai,,0
castle_village_CHUB26_1,宫川,宫川,{=63YZvplM}Miyakawa,tosan,,0
castle_village_CHUB26_2,养老,养老,{=gVfxpn0b}Yoro,tosan,,0
castle_village_CHUB28_1,成愿寺,成愿寺,{=drRb1eJx}Joganj,hokuriku,,0
castle_village_CHUB28_2,前波,前波,{=ZwLyRZ4l}Maeba,hokuriku,,0
castle_village_CHUB29_1,归云,归云,{=ccQlu1Kg}Kaerikumo,tosan,,0
castle_village_CHUB29_2,白川,白川,{=ckPgXqYM}Shirakawa,tosan,,0
castle_village_CHUB30_1,八贺,八贺,{=RYgkBrwy}Hachiga,tosan,,0
castle_village_CHUB30_2,吉城,吉城,{=JddcPSQa}Yoshiki,tosan,,0
castle_village_CHUB31_1,古川,古川,{=zNtx1PQ0}Furukawa,tosan,,0
castle_village_CHUB31_2,小岛,小岛,{=AIzmEXqU}Kojima,tosan,,0
castle_village_CHUB32_1,池田,池田,{=sNI8ZZHb}Ikeda,tosan,,0
castle_village_CHUB32_2,更级,更级,{=Jo0WieRJ}Sarashina,tosan,,0
castle_village_CHUB33_1,洗马,洗马,{=4nFCr6ZB}Seba,tosan,,0
castle_village_CHUB33_2,妻笼,妻笼,{=qVMNO1bw}Tsumago,tosan,,0
castle_village_CHUB34_1,寺町,寺町,{=kpvsA1WL}Tera,tosan,,0
castle_village_CHUB34_2,福地,福地,{=Gc9lqI9K}Fukuchi,tosan,,0
castle_village_CHUB35_1,韮崎,韮崎,{=SPg1xeg2}Nirasaki,tosan,,0
castle_village_CHUB35_2,市川,市川,{=A3cOvSag}Ichikawa,tosan,,0
village_KA1_1,热海,热海,{=rSHDe4X7}Atami,kanto,,0
village_KA1_2,须贺,须贺,{=wpQ2ndaa}Suga,kanto,,0
village_KA1_3,镰仓,镰仓,{=w4XrPFPx}Kamakura,kanto,,0
village_KA2_1,品川,品川,{=dIIiTxyA}Shinagawa,kanto,,0
village_KA2_2,船桥,船桥,{=TbCoWKJH}Funabashi,kanto,,0
village_KA2_3,市川,市川,{=A3cOvSag}Ichikawa,kanto,,0
village_KA3_1,额田,额田,{=3afDSFUm}Nukada,kanto,,0
village_KA3_2,久慈浜,久慈浜,{=OeVsHQQJ}Kuzihama,kanto,,0
village_KA3_3,大久保,大久保,{=BEXJ1F23}Okubo,kanto,,0
village_KA4_1,鹿沼,鹿沼,{=71698EPm}Kanuma,kanto,,0
village_KA4_2,饭山,饭山,{=jVHfshhL}Iiyama,kanto,,0
village_KA4_3,盐谷,盐谷,{=9hFMeM35}Shioya,kanto,,0
village_KA5_1,安中,安中,{=BuDdh2hN}Annaka,kanto,,0
village_KA5_2,仓贺野,仓贺野,{=IwK2OW0t}Kuragano,kanto,,0
village_KA5_3,厩桥,厩桥,{=BYtxHdvg}Umayabashi,kanto,,0
castle_village_KA1_1,三崎,三崎,{=m6eYZWMH}Misaki,kanto,,0
castle_village_KA1_2,浦贺,浦贺,{=AcrA0peb}Uraga,kanto,,0
castle_village_KA2_1,六浦,六浦,{=UmtiRMvI}Mutsura,kanto,,0
castle_village_KA2_2,神奈川,神奈川,{=qsDR6nPt}Kanagawa,kanto,,0
castle_village_KA3_1,佐仓,佐仓,{=8K5XNHMS}Sakura,kanto,,0
castle_village_KA3_2,成田,成田,{=8uc0Kj7G}Narita,kanto,,0
castle_village_KA4_1,市原,市原,{=4Qm8SgWv}Ichihara,kanto,,0
castle_village_KA4_2,小弓,小弓,{=Gv5tERn8}Oyumi,kanto,,0
castle_village_KA5_1,木更津,木更津,{=VBw6AtIt}Kisarazu,kanto,,0
castle_village_KA5_2,椎津,椎津,{=6OLFNFPW}Shiizu,kanto,,0
castle_village_KA6_1,佐贯,佐贯,{=1s4zTkO1}Sanuki,kanto,,0
castle_village_KA6_2,富津,富津,{=cPnEh9c9}Futtsu,kanto,,0
castle_village_KA7_1,馆山,馆山,{=o9lZQluw}Tateyama,kanto,,0
castle_village_KA7_2,保田,保田,{=3vIIUJfX}Hota,kanto,,0
castle_village_KA8_1,小湊,小湊,{=JaeqMZbL}Kominato,kanto,,0
castle_village_KA8_2,胜浦,胜浦,{=1czltRYb}Katsuura,kanto,,0
castle_village_KA9_1,久留里,久留里,{=mlDukSZk}Kururi,kanto,,0
castle_village_KA9_2,真里谷,真里谷,{=vRxccLfw}Mariyatsu,kanto,,0
castle_village_KA10_1,廿日市,廿日市,{=2cLzFoE1}Hatsukaichi,kanto,,0
castle_village_KA10_2,饭沼,饭沼,{=vehvdeEq}Iinuma,kanto,,0
castle_village_KA11_1,高浜,高浜,{=63kkGmr0}Takahama,kanto,,0
castle_village_KA11_2,鉾田,鉾田,{=t7zPXy1y}Hokota,kanto,,0
castle_village_KA12_1,水户,水户,{=unBMdPnQ}Mito,kanto,,0
castle_village_KA12_2,那珂湊,那珂湊,{=S3r12ca1}Nakaminato,kanto,,0
castle_village_KA13_1,福原,福原,{=dr8GFyIJ}Fukuhara,kanto,,0
castle_village_KA13_2,大田原,大田原,{=EalLYsws}Otawara,kanto,,0
castle_village_KA14_1,涩川,涩川,{=GuVB0o4t}Shibukawa,kanto,,0
castle_village_KA14_2,沼田,沼田,{=yNbrNqwD}Numata,kanto,,0
castle_village_KA15_1,小幡,小幡,{=t1inD5Lx}Obata,kanto,,0
castle_village_KA15_2,奥平,奥平,{=o57onn7Q}Okudaira,kanto,,0
castle_village_KA16_1,深谷,深谷,{=9FKbt4zD}Fukaya,kanto,,0
castle_village_KA16_2,熊谷,熊谷,{=J65jYwD3}Kumagaya,kanto,,0
castle_village_KA17_1,川越,川越,{=JndaZB2w}Kawagoe,kanto,,0
castle_village_KA17_2,浦和,浦和,{=zRanyUdc}Urawa,kanto,,0
castle_village_KA18_1,新田,新田,{=8UOoxztL}Nitta,kanto,,0
castle_village_KA18_2,馆林,馆林,{=rZXDni5c}Tatebayashi,kanto,,0
castle_village_KA19_1,赤见,赤见,{=xRwhSNem}Akami,kanto,,0
castle_village_KA19_2,佐野,佐野,{=TuSOLp1h}Sano,kanto,,0
castle_village_KA20_1,壬生,壬生,{=VWIh1O6T}Mibu,kanto,,0
castle_village_KA20_2,下馆,下馆,{=CwUpZL5t}Shimodate,kanto,,0
castle_village_KA21_1,芳贺,芳贺,{=GXGaCaHX}Haga,kanto,,0
castle_village_KA21_2,真冈,真冈,{=9OKrr8tM}Mooka,kanto,,0
castle_village_KA22_1,笠间,笠间,{=uapC71GC}Kasama,kanto,,0
castle_village_KA22_2,赤泽,赤泽,{=lKDCjpUw}Akasawa,kanto,,0
castle_village_KA23_1,小田,小田,{=Z31UOoXV}Oda,kanto,,0
castle_village_KA23_2,土浦,土浦,{=XneOdQah}Tsuchiura,kanto,,0
castle_village_KA24_1,牛久,牛久,{=5JkMs0GN}Ushiku,kanto,,0
castle_village_KA24_2,谷田部,谷田部,{=Q2NujO9N}Yatabe,kanto,,0
castle_village_KA25_1,小金,小金,{=B0U7VE21}Kogane,kanto,,0
castle_village_KA25_2,松山,松山,{=02LbyErE}Matsuyama,kanto,,0
castle_village_KA26_1,古河,古河,{=XpOX5VFs}Koga,kanto,,0
castle_village_KA26_2,关宿,关宿,{=kX8k2MwY}Sekiyado,kanto,,0
castle_village_KA27_1,佐原,佐原,{=qtzqW2Oy}Sahara,kanto,,0
castle_village_KA27_2,鹿岛,鹿岛,{=dvlPiU2U}Kashima,kanto,,0
castle_village_KA28_1,藤田,藤田,{=KHJX6ldN}Fujita,kanto,,0
castle_village_KA28_2,秩父,秩父,{=dVLQGITS}Chichibu,kanto,,0
village_KIN1_1,那波,那波,{=LSCpqFPj}Naba,kinai,,0
village_KIN1_2,室村,室村,{=xqyUiSCO}Muro,kinai,,0
village_KIN1_3,阿贺,阿贺,{=hl01ZaFi}Aga,kinai,,0
village_KIN2_1,尼崎,尼崎,{=qMS6rcJ7}Amagasaki,kinai,,0
village_KIN2_2,枚方,枚方,{=PNF5BqUL}Hirakata,kinai,,0
village_KIN2_3,若江,若江,{=NU4XA4XB}Wakae,kinai,,0
village_KIN3_1,草部,草部,{=qh0lJtT0}Kusabe,kinai,,0
village_KIN3_2,吐师,吐师,{=43fknY0a}Haze,kinai,,0
village_KIN3_3,石津,石津,{=RiByzBoT}Ishizu,kinai,,0
